file,block,tokens,subject,duration,nSFD,nFFD,nGD,nTT,PrF,Pr1,Pr2,PrS,length,wpm
32,1,,039,695,,31.916666666666668,31.916666666666668,38.06481481481482,0.6,0.4,0.2,0.4,5,431.6546762589928
32,2,,039,8242,,48.3840579710145,48.3840579710145,72.5316425120773,0.696969696969697,0.3939393939393939,0.30303030303030304,0.30303030303030304,33,240.2329531667071
32,3,,039,9261,,76.67700302343158,76.67700302343158,141.19083522297808,0.6774193548387096,0.25806451612903225,0.41935483870967744,0.3225806451612903,31,200.8422416585682
32,4,,039,13010,,56.2819517930629,56.2819517930629,128.37269253380362,0.7714285714285715,0.2,0.5714285714285714,0.22857142857142856,35,161.41429669485012
32,5,,039,13251,,45.537925170068036,45.537925170068036,118.5968537414966,0.8235294117647058,0.23529411764705882,0.5882352941176471,0.17647058823529413,34,153.95064523432194
32,6,,039,11517,,56.986538461538466,56.986538461538466,119.45659340659341,0.7222222222222222,0.3055555555555556,0.4166666666666667,0.2777777777777778,36,187.54884084396977
32,7,,039,11514,,63.57698412698412,63.57698412698412,157.20396825396824,0.6363636363636364,0.12121212121212122,0.5151515151515151,0.36363636363636365,33,171.9645648775404
31,2,,041,6561,,51.495670995671,51.495670995671,65.82905844155844,0.7586206896551724,0.5172413793103449,0.2413793103448276,0.2413793103448276,29,265.2034750800183
31,3,,041,9637,,52.37380952380952,52.37380952380952,95.06770186335405,0.6764705882352942,0.29411764705882354,0.38235294117647056,0.3235294117647059,34,211.68413406661824
31,4,,041,9478,,61.2518140589569,61.2518140589569,119.01201814058956,0.65625,0.1875,0.46875,0.34375,32,202.5743827811775
31,5,,041,5925,,53.2921875,53.2921875,97.67100694444444,0.47058823529411764,0.20588235294117646,0.2647058823529412,0.5294117647058824,34,344.30379746835445
31,6,,041,7895,,66.79965986394558,66.79965986394558,99.49081632653062,0.7241379310344828,0.41379310344827586,0.3103448275862069,0.27586206896551724,29,220.3926535782141
32,2,,041,9324,,42.90514403292182,42.90514403292182,80.52601410934746,0.8181818181818182,0.2727272727272727,0.5454545454545454,0.18181818181818182,33,212.35521235521236
32,1,,041,1723,,68.16111111111111,68.16111111111111,144.9611111111111,1.0,0.6,0.4,0.0,5,174.11491584445733
32,3,,041,7758,,49.5924963924964,49.5924963924964,108.0085137085137,0.7096774193548387,0.3548387096774194,0.3548387096774194,0.2903225806451613,31,239.7525135344161
32,4,,041,6845,,47.38209109730848,47.38209109730848,70.84068322981366,0.6571428571428571,0.4,0.2571428571428571,0.34285714285714286,35,306.79327976625274
32,5,,041,9247,,47.54157509157509,47.54157509157509,84.25155677655677,0.7647058823529411,0.3235294117647059,0.4411764705882353,0.23529411764705882,34,220.6120904076998
32,6,,041,12105,,50.36272577996716,50.36272577996716,114.32733990147784,0.8055555555555556,0.3333333333333333,0.4722222222222222,0.19444444444444445,36,178.43866171003717
32,7,,041,9079,,62.67833333333334,62.67833333333334,162.87708333333336,0.6060606060606061,0.24242424242424243,0.36363636363636365,0.3939393939393939,33,218.08569225685648
31,2,,043,9767,,46.41418219461697,46.41418219461697,108.84120082815734,0.7931034482758621,0.3448275862068966,0.4482758620689655,0.20689655172413793,29,178.1509163509778
31,3,,043,8356,,51.79826007326007,51.79826007326007,76.28708791208791,0.7647058823529411,0.47058823529411764,0.29411764705882354,0.23529411764705882,34,244.13595021541408
